"Date","Family","Sales","Type"
2014-05-08,"PREPARED FOODS",7225.2560036,"Actual"
2014-05-09,"FROZEN FOODS",5980.106022,"Actual"
2014-05-09,"LIQUOR,WINE,BEER",20238.944085,"Actual"
2014-05-09,"MEATS",15185.263956,"Actual"
2014-05-09,"POULTRY",2091,"Actual"
2014-05-09,"PREPARED FOODS",9845.015,"Actual"
2014-05-10,"FROZEN FOODS",15545.6562082,"Actual"
2014-05-10,"LIQUOR,WINE,BEER",17179.268015,"Actual"
2014-05-10,"MEATS",3264,"Actual"
2014-05-10,"POULTRY",3806.28799225,"Actual"
2014-05-10,"PREPARED FOODS",19828.320002,"Actual"
2014-05-11,"FROZEN FOODS",22521.482036,"Actual"
2014-05-11,"LIQUOR,WINE,BEER",11055.95,"Actual"
2014-05-11,"MEATS",4131.667983,"Actual"
2014-05-11,"POULTRY",3791.49834845,"Actual"
2014-05-11,"PREPARED FOODS",16564.766965,"Actual"
2014-05-12,"FROZEN FOODS",17819.420018,"Actual"
2014-05-12,"LIQUOR,WINE,BEER",5731.68302,"Actual"
2014-05-12,"MEATS",4642.431008,"Actual"
2014-05-12,"POULTRY",8419.2867103,"Actual"
2014-05-12,"PREPARED FOODS",2340,"Actual"
2014-05-13,"FROZEN FOODS",9899,"Actual"
2014-05-13,"LIQUOR,WINE,BEER",10417.91,"Actual"
2014-05-13,"MEATS",19965.835713,"Actual"
2014-05-13,"POULTRY",14642.17799,"Actual"
2014-05-13,"PREPARED FOODS",5040.21899,"Actual"
2014-05-14,"FROZEN FOODS",5650.71702,"Actual"
2014-05-14,"LIQUOR,WINE,BEER",17070.737915,"Actual"
2014-05-14,"MEATS",20243.843184,"Actual"
2014-05-14,"POULTRY",2357,"Actual"
2014-05-14,"PREPARED FOODS",6221.602999,"Actual"
2014-05-15,"FROZEN FOODS",15545.6562082,"Actual"
2014-05-15,"LIQUOR,WINE,BEER",15286.041986,"Actual"
2014-05-15,"MEATS",6056,"Actual"
2014-05-15,"POULTRY",3973.927003,"Actual"
2014-05-15,"PREPARED FOODS",16791.60407,"Actual"
2014-05-16,"FROZEN FOODS",24935.37209,"Actual"
2014-05-16,"LIQUOR,WINE,BEER",7884,"Actual"
2014-05-16,"MEATS",4566.90097,"Actual"
2014-05-16,"POULTRY",4002.398999,"Actual"
2014-05-16,"PREPARED FOODS",15086.372039,"Actual"
2014-05-17,"FROZEN FOODS",18861.972932,"Actual"
2014-05-17,"LIQUOR,WINE,BEER",4688.945999,"Actual"
2014-05-17,"MEATS",6399.059,"Actual"
2014-05-17,"POULTRY",8419.2867103,"Actual"
2014-05-17,"PREPARED FOODS",2433,"Actual"
2014-05-18,"FROZEN FOODS",11055.95,"Actual"
2014-05-18,"LIQUOR,WINE,BEER",7747.851,"Actual"
2014-05-18,"MEATS",23509.813904,"Actual"
2014-05-18,"POULTRY",15014.20803,"Actual"
2014-05-18,"PREPARED FOODS",4575.249005,"Actual"
2014-05-19,"FROZEN FOODS",6496.680979,"Actual"
2014-05-19,"LIQUOR,WINE,BEER",17054.589044,"Actual"
2014-05-19,"MEATS",19222.740996,"Actual"
2014-05-19,"POULTRY",2747,"Actual"
2014-05-19,"PREPARED FOODS",6210.094994,"Actual"
2014-05-20,"FROZEN FOODS",15545.6562082,"Actual"
2014-05-20,"LIQUOR,WINE,BEER",15113.552936,"Actual"
2014-05-20,"MEATS",8881,"Actual"
2014-05-20,"POULTRY",3806.28799225,"Actual"
2014-05-20,"PREPARED FOODS",19184.0181,"Actual"
2014-05-21,"FROZEN FOODS",25197.519001,"Actual"
2014-05-21,"LIQUOR,WINE,BEER",10011,"Actual"
2014-05-21,"MEATS",6389.434,"Actual"
2014-05-21,"POULTRY",3791.49834845,"Actual"
2014-05-21,"PREPARED FOODS",16549.06896,"Actual"
2014-05-22,"FROZEN FOODS",20362.70001,"Actual"
2014-05-22,"LIQUOR,WINE,BEER",4589.393985,"Actual"
2014-05-22,"MEATS",8842.668,"Actual"
2014-05-22,"POULTRY",9726.889066,"Actual"
2014-05-22,"PREPARED FOODS",2843,"Actual"
2014-05-23,"FROZEN FOODS",11055.95,"Actual"
2014-05-23,"LIQUOR,WINE,BEER",7248.896,"Actual"
2014-05-23,"MEATS",28773.7526314,"Actual"
2014-05-23,"POULTRY",17962.606974,"Actual"
2014-05-23,"PREPARED FOODS",5547.27,"Actual"
2014-05-24,"FROZEN FOODS",5889.750035,"Actual"
2014-05-24,"LIQUOR,WINE,BEER",20827.195011,"Actual"
2014-05-24,"MEATS",22006.152946,"Actual"
2014-05-24,"POULTRY",5519,"Actual"
2014-05-24,"PREPARED FOODS",7652.058986,"Actual"
2014-05-25,"FROZEN FOODS",15545.6562082,"Actual"
2014-05-25,"LIQUOR,WINE,BEER",16660.38603,"Actual"
2014-05-25,"MEATS",0,"Actual"
2014-05-25,"POULTRY",4167.412993,"Actual"
2014-05-25,"PREPARED FOODS",15048.877991,"Actual"
2014-05-26,"FROZEN FOODS",28773.7526314,"Actual"
2014-05-26,"LIQUOR,WINE,BEER",0,"Actual"
2014-05-26,"MEATS",7225.2560036,"Actual"
2014-05-26,"POULTRY",4909.360999,"Actual"
2014-05-26,"PREPARED FOODS",16612.17005,"Actual"
2014-05-27,"FROZEN FOODS",25262.9901226,"Actual"
2014-05-27,"LIQUOR,WINE,BEER",5388.883014,"Actual"
2014-05-27,"MEATS",8906.153,"Actual"
2014-05-27,"POULTRY",12267.050979,"Actual"
2014-05-27,"PREPARED FOODS",3110,"Actual"
2014-05-28,"FROZEN FOODS",11055.95,"Actual"
2014-05-28,"LIQUOR,WINE,BEER",6805.923,"Actual"
2014-05-28,"MEATS",19135.153006,"Actual"
2014-05-28,"POULTRY",18232.883039,"Actual"
2014-05-28,"PREPARED FOODS",4845.667995,"Actual"
2014-05-29,"FROZEN FOODS",5954.147009,"Actual"
2014-05-29,"LIQUOR,WINE,BEER",19059.93999,"Actual"
2014-05-29,"MEATS",16907.63997,"Actual"
2014-05-29,"POULTRY",7787,"Actual"
2014-05-29,"PREPARED FOODS",5298.237016,"Actual"
2014-05-30,"FROZEN FOODS",15545.6562082,"Actual"
2014-05-30,"LIQUOR,WINE,BEER",16378.880944,"Actual"
2014-05-30,"MEATS",2320,"Actual"
2014-05-30,"POULTRY",5403.73997,"Actual"
2014-05-30,"PREPARED FOODS",24079.800894,"Actual"
2014-05-31,"FROZEN FOODS",27831.55001,"Actual"
2014-05-31,"LIQUOR,WINE,BEER",3229,"Actual"
2014-05-31,"MEATS",4673.41497,"Actual"
2014-05-31,"POULTRY",7514.91003,"Actual"
2014-05-31,"PREPARED FOODS",23336.503024,"Actual"
2014-06-01,"FROZEN FOODS",17521.645017,"Actual"
2014-06-01,"LIQUOR,WINE,BEER",4889.544026,"Actual"
2014-06-01,"MEATS",5034.498,"Actual"
2014-06-01,"POULTRY",14216.171872,"Actual"
2014-06-01,"PREPARED FOODS",7135,"Actual"
2014-06-02,"FROZEN FOODS",11055.95,"Actual"
2014-06-02,"LIQUOR,WINE,BEER",5663.6,"Actual"
2014-06-02,"MEATS",16810.493995,"Actual"
2014-06-02,"POULTRY",18499.07499,"Actual"
2014-06-02,"PREPARED FOODS",5549.214025,"Actual"
2014-06-03,"FROZEN FOODS",5463.162027,"Actual"
2014-06-03,"LIQUOR,WINE,BEER",17525.35994,"Actual"
2014-06-03,"MEATS",14549.273995,"Actual"
2014-06-03,"POULTRY",0,"Actual"
2014-06-03,"PREPARED FOODS",7569.928004,"Actual"
2014-06-04,"FROZEN FOODS",15545.6562082,"Actual"
2014-06-04,"LIQUOR,WINE,BEER",17713.964974,"Actual"
2014-06-04,"MEATS",2548,"Actual"
2014-06-04,"POULTRY",5573.70697,"Actual"
2014-06-04,"PREPARED FOODS",24568.95799,"Actual"
2014-06-05,"FROZEN FOODS",23571.44695,"Actual"
2014-06-05,"LIQUOR,WINE,BEER",2862,"Actual"
2014-06-05,"MEATS",4137.34,"Actual"
2014-06-05,"POULTRY",6313.942998,"Actual"
2014-06-05,"PREPARED FOODS",20282.671972,"Actual"
2014-06-06,"FROZEN FOODS",19893.614113,"Actual"
2014-06-06,"LIQUOR,WINE,BEER",4155.262984,"Actual"
2014-06-06,"MEATS",4809.949008,"Actual"
2014-06-06,"POULTRY",9598.817041,"Actual"
2014-06-06,"PREPARED FOODS",10338,"Actual"
2014-06-07,"FROZEN FOODS",8288,"Actual"
2014-06-07,"LIQUOR,WINE,BEER",5413.679008,"Actual"
2014-06-07,"MEATS",17283.73903,"Actual"
2014-06-07,"POULTRY",15273.94901,"Actual"
2014-06-07,"PREPARED FOODS",7185.296029,"Actual"
2014-06-08,"FROZEN FOODS",6569.260014,"Actual"
2014-06-08,"LIQUOR,WINE,BEER",22526.367038,"Actual"
2014-06-08,"MEATS",15124.318985,"Actual"
2014-06-08,"POULTRY",2143,"Actual"
2014-06-08,"PREPARED FOODS",11155.850032,"Actual"
2014-06-09,"FROZEN FOODS",15545.6562082,"Actual"
2014-06-09,"LIQUOR,WINE,BEER",22589.915982,"Actual"
2014-06-09,"MEATS",2948,"Actual"
2014-06-09,"POULTRY",3867.843003,"Actual"
2014-06-09,"PREPARED FOODS",26975.204914,"Actual"
2014-06-10,"FROZEN FOODS",19070.583,"Actual"
2014-06-10,"LIQUOR,WINE,BEER",5121,"Actual"
2014-06-10,"MEATS",4675.622994,"Actual"
2014-06-10,"POULTRY",4127.436,"Actual"
2014-06-10,"PREPARED FOODS",21710.603968,"Actual"
2014-06-11,"FROZEN FOODS",16959.17905,"Actual"
2014-06-11,"LIQUOR,WINE,BEER",5017.336002,"Actual"
2014-06-11,"MEATS",5393.790008,"Actual"
2014-06-11,"POULTRY",9545.88104,"Actual"
2014-06-11,"PREPARED FOODS",0,"Actual"
2014-06-12,"FROZEN FOODS",6305,"Actual"
2014-06-12,"LIQUOR,WINE,BEER",6766.008001,"Actual"
2014-06-12,"MEATS",16151.278526,"Actual"
2014-06-12,"POULTRY",16476.334996,"Actual"
2014-06-12,"PREPARED FOODS",7006.734994,"Actual"
2014-06-13,"FROZEN FOODS",5290.923006,"Actual"
2014-06-13,"LIQUOR,WINE,BEER",22881.338001,"Actual"
2014-06-13,"MEATS",15315.238916,"Actual"
2014-06-13,"POULTRY",2014,"Actual"
2014-06-13,"PREPARED FOODS",8522.569,"Actual"
2014-06-14,"FROZEN FOODS",15545.6562082,"Actual"
2014-06-14,"LIQUOR,WINE,BEER",18273.647047,"Actual"
2014-06-14,"MEATS",3404,"Actual"
2014-06-14,"POULTRY",3818.975012,"Actual"
2014-06-14,"PREPARED FOODS",17779.671021,"Actual"
2014-06-15,"FROZEN FOODS",20061.746955,"Actual"
2014-06-15,"LIQUOR,WINE,BEER",8465,"Actual"
2014-06-15,"MEATS",4286.391013,"Actual"
2014-06-15,"POULTRY",4023.893,"Actual"
2014-06-15,"PREPARED FOODS",16395.862985,"Actual"
2014-06-16,"FROZEN FOODS",18804.291991,"Actual"
2014-06-16,"LIQUOR,WINE,BEER",5834.473996,"Actual"
2014-06-16,"MEATS",4914.078,"Actual"
2014-06-16,"POULTRY",8594.797006,"Actual"
2014-06-16,"PREPARED FOODS",2251,"Actual"
2014-06-17,"FROZEN FOODS",9322,"Actual"
2014-06-17,"LIQUOR,WINE,BEER",9430.221996,"Actual"
2014-06-17,"MEATS",20603.51139,"Actual"
2014-06-17,"POULTRY",16576.570968,"Actual"
2014-06-17,"PREPARED FOODS",5008.368008,"Actual"
2014-06-18,"FROZEN FOODS",5731.450996,"Actual"
2014-06-18,"LIQUOR,WINE,BEER",27098.77979,"Actual"
2014-06-18,"MEATS",20117.787982,"Actual"
2014-06-18,"POULTRY",2443,"Actual"
2014-06-18,"PREPARED FOODS",5253.183002,"Actual"
2014-06-19,"FROZEN FOODS",15545.6562082,"Actual"
2014-06-19,"LIQUOR,WINE,BEER",21002.119998,"Actual"
2014-06-19,"MEATS",5805,"Actual"
2014-06-19,"POULTRY",3988.45398,"Actual"
2014-06-19,"PREPARED FOODS",16328.673966,"Actual"
2014-06-20,"FROZEN FOODS",18520.353006,"Actual"
2014-06-20,"LIQUOR,WINE,BEER",30,"Actual"
2014-06-20,"MEATS",4697.344,"Actual"
2014-06-20,"POULTRY",4371.600001,"Actual"
2014-06-20,"PREPARED FOODS",15037.43798,"Actual"
2014-06-21,"FROZEN FOODS",21696.050004,"Actual"
2014-06-21,"LIQUOR,WINE,BEER",6513.810994,"Actual"
2014-06-21,"MEATS",6207.87,"Actual"
2014-06-21,"POULTRY",8419.2867103,"Actual"
2014-06-21,"PREPARED FOODS",2471,"Actual"
2014-06-22,"FROZEN FOODS",11055.95,"Actual"
2014-06-22,"LIQUOR,WINE,BEER",8577.637002,"Actual"
2014-06-22,"MEATS",25321.799036,"Actual"
2014-06-22,"POULTRY",14731.399966,"Actual"
2014-06-22,"PREPARED FOODS",4755.731967,"Actual"
2014-06-23,"FROZEN FOODS",5067.979,"Actual"
2014-06-23,"LIQUOR,WINE,BEER",16707.60387,"Actual"
2014-06-23,"MEATS",19472.007986,"Actual"
2014-06-23,"POULTRY",2666,"Actual"
2014-06-23,"PREPARED FOODS",5067.421976,"Actual"
2014-06-24,"FROZEN FOODS",15545.6562082,"Actual"
2014-06-24,"LIQUOR,WINE,BEER",15057.44397,"Actual"
2014-06-24,"MEATS",10587,"Actual"
2014-06-24,"POULTRY",3806.28799225,"Actual"
2014-06-24,"PREPARED FOODS",15906.201005,"Actual"
2014-06-25,"FROZEN FOODS",28773.7526314,"Actual"
2014-06-25,"LIQUOR,WINE,BEER",2231,"Actual"
2014-06-25,"MEATS",6791.84597,"Actual"
2014-06-25,"POULTRY",3791.49834845,"Actual"
2014-06-25,"PREPARED FOODS",15119.606026,"Actual"
2014-06-26,"FROZEN FOODS",25262.9901226,"Actual"
2014-06-26,"LIQUOR,WINE,BEER",4302.735002,"Actual"
2014-06-26,"MEATS",8943.46498,"Actual"
2014-06-26,"POULTRY",9507.357984,"Actual"
2014-06-26,"PREPARED FOODS",3171,"Actual"
2014-06-27,"FROZEN FOODS",11055.95,"Actual"
2014-06-27,"LIQUOR,WINE,BEER",4770.393,"Actual"
2014-06-27,"MEATS",28773.7526314,"Actual"
2014-06-27,"POULTRY",18017.591975,"Actual"
2014-06-27,"PREPARED FOODS",5195.281005,"Actual"
2014-06-28,"FROZEN FOODS",6378.881982,"Actual"
2014-06-28,"LIQUOR,WINE,BEER",15649.699967,"Actual"
2014-06-28,"MEATS",20580.889135,"Actual"
2014-06-28,"POULTRY",4815,"Actual"
2014-06-28,"PREPARED FOODS",5829.260024,"Actual"
2014-06-29,"FROZEN FOODS",15545.6562082,"Actual"
2014-06-29,"LIQUOR,WINE,BEER",14288.17901,"Actual"
2014-06-29,"MEATS",0,"Actual"
2014-06-29,"POULTRY",4060.083022,"Actual"
2014-06-29,"PREPARED FOODS",14117.364061,"Actual"
2014-06-30,"FROZEN FOODS",23814.903,"Actual"
2014-06-30,"LIQUOR,WINE,BEER",2823,"Actual"
2014-06-30,"MEATS",6729.72698,"Actual"
2014-06-30,"POULTRY",4799.615004,"Actual"
2014-06-30,"PREPARED FOODS",16037.147995,"Actual"
2014-07-01,"FROZEN FOODS",17660.828998,"Actual"
2014-07-01,"LIQUOR,WINE,BEER",4369.259002,"Actual"
2014-07-01,"MEATS",7584.152021,"Actual"
2014-07-01,"POULTRY",12551.315994,"Actual"
2014-07-01,"PREPARED FOODS",3587,"Actual"
2014-07-02,"FROZEN FOODS",11055.95,"Actual"
2014-07-02,"LIQUOR,WINE,BEER",4631.455,"Actual"
2014-07-02,"MEATS",18379.678994,"Actual"
2014-07-02,"POULTRY",19941.431025,"Actual"
2014-07-02,"PREPARED FOODS",4825.86298,"Actual"
2014-07-03,"FROZEN FOODS",5843.57604,"Actual"
2014-07-03,"LIQUOR,WINE,BEER",16151.41495,"Actual"
2014-07-03,"MEATS",16055.57895,"Actual"
2014-07-03,"POULTRY",7412,"Actual"
2014-07-03,"PREPARED FOODS",5381.132,"Actual"
2014-07-04,"FROZEN FOODS",15545.6562082,"Actual"
2014-07-04,"LIQUOR,WINE,BEER",14072.87500325,"Actual"
2014-07-04,"MEATS",1912,"Actual"
2014-07-04,"POULTRY",5716.121986,"Actual"
2014-07-04,"PREPARED FOODS",23909.944935,"Actual"
2014-07-05,"FROZEN FOODS",8419.2867103,"Actual"
2014-07-05,"LIQUOR,WINE,BEER",3181,"Actual"
2014-07-05,"MEATS",4539.93201,"Actual"
2014-07-05,"POULTRY",7306.080998,"Actual"
2014-07-05,"PREPARED FOODS",22650.420028,"Actual"
2014-07-06,"FROZEN FOODS",14072.87500325,"Actual"
2014-07-06,"LIQUOR,WINE,BEER",4426.504981,"Actual"
2014-07-06,"MEATS",4611.745994,"Actual"
2014-07-06,"POULTRY",14540.00707,"Actual"
2014-07-06,"PREPARED FOODS",7036,"Actual"
2014-07-07,"FROZEN FOODS",875,"Actual"
2014-07-07,"LIQUOR,WINE,BEER",5312.356,"Actual"
2014-07-07,"MEATS",16464.976019,"Actual"
2014-07-07,"POULTRY",19526.803,"Actual"
2014-07-07,"PREPARED FOODS",5639.173009,"Actual"
2014-07-08,"FROZEN FOODS",3806.28799225,"Actual"
2014-07-08,"LIQUOR,WINE,BEER",14909.68803,"Actual"
2014-07-08,"MEATS",14072.87500325,"Actual"
2014-07-08,"POULTRY",0,"Actual"
2014-07-08,"PREPARED FOODS",7503.620996,"Actual"
2014-07-09,"FROZEN FOODS",3791.49834845,"Actual"
2014-07-09,"LIQUOR,WINE,BEER",14949.95795,"Actual"
2014-07-09,"MEATS",2218,"Actual"
2014-07-09,"POULTRY",5890.253992,"Actual"
2014-07-09,"PREPARED FOODS",25783.280882,"Actual"
2014-07-10,"FROZEN FOODS",28773.7526314,"Actual"
2014-07-10,"LIQUOR,WINE,BEER",3421,"Actual"
2014-07-10,"MEATS",4167.78499,"Actual"
2014-07-10,"POULTRY",6187.155011,"Actual"
2014-07-10,"PREPARED FOODS",21217.34404,"Actual"
2014-07-11,"FROZEN FOODS",25262.9901226,"Actual"
2014-07-11,"LIQUOR,WINE,BEER",3863.739996,"Actual"
2014-07-11,"MEATS",4619.677,"Actual"
2014-07-11,"POULTRY",8992.139009,"Actual"
2014-07-11,"PREPARED FOODS",10022,"Actual"
2014-07-12,"FROZEN FOODS",4991,"Actual"
2014-07-12,"LIQUOR,WINE,BEER",4758.653,"Actual"
2014-07-12,"MEATS",18843.280022,"Actual"
2014-07-12,"POULTRY",15155.86497,"Actual"
2014-07-12,"PREPARED FOODS",7225.2560036,"Actual"
2014-07-13,"FROZEN FOODS",7225.2560036,"Actual"
2014-07-13,"LIQUOR,WINE,BEER",22102.32001,"Actual"
2014-07-13,"MEATS",14801.351005,"Actual"
2014-07-13,"POULTRY",1674,"Actual"
2014-07-13,"PREPARED FOODS",11492.192998,"Actual"
2014-07-14,"FROZEN FOODS",11980.091981,"Actual"
2014-07-14,"LIQUOR,WINE,BEER",21031.651881,"Actual"
2014-07-14,"MEATS",2442,"Actual"
2014-07-14,"POULTRY",3813.239006,"Actual"
2014-07-14,"PREPARED FOODS",28773.7526314,"Actual"
2014-07-15,"FROZEN FOODS",24948.737902,"Actual"
2014-07-15,"LIQUOR,WINE,BEER",5885,"Actual"
2014-07-15,"MEATS",4514.50903,"Actual"
2014-07-15,"POULTRY",4074.556,"Actual"
2014-07-15,"PREPARED FOODS",23832.117158,"Actual"
2014-07-16,"FROZEN FOODS",23086.12908,"Actual"
2014-07-16,"LIQUOR,WINE,BEER",4676.424016,"Actual"
2014-07-16,"MEATS",5014.47401,"Actual"
2014-07-16,"POULTRY",8419.2867103,"Actual"
2014-07-16,"PREPARED FOODS",0,"Actual"
2014-07-17,"FROZEN FOODS",3166,"Actual"
2014-07-17,"LIQUOR,WINE,BEER",6589.935004,"Actual"
2014-07-17,"MEATS",15103.205417,"Actual"
2014-07-17,"POULTRY",15099.199994,"Actual"
2014-07-17,"PREPARED FOODS",7225.2560036,"Actual"
2014-07-18,"FROZEN FOODS",6794.309003,"Actual"
2014-07-18,"LIQUOR,WINE,BEER",26297.53508,"Actual"
2014-07-18,"MEATS",14072.87500325,"Actual"
2014-07-18,"POULTRY",1967,"Actual"
2014-07-18,"PREPARED FOODS",9284.123,"Actual"
2014-07-19,"FROZEN FOODS",8997.205039,"Actual"
2014-07-19,"LIQUOR,WINE,BEER",19871.980973,"Actual"
2014-07-19,"MEATS",2940,"Actual"
2014-07-19,"POULTRY",3806.28799225,"Actual"
2014-07-19,"PREPARED FOODS",22987.033953,"Actual"
2014-07-20,"FROZEN FOODS",23288.92611,"Actual"
2014-07-20,"LIQUOR,WINE,BEER",9945,"Actual"
2014-07-20,"MEATS",3859.644975,"Actual"
2014-07-20,"POULTRY",3791.49834845,"Actual"
2014-07-20,"PREPARED FOODS",20178.726996,"Actual"
2014-07-21,"FROZEN FOODS",19932.560025,"Actual"
2014-07-21,"LIQUOR,WINE,BEER",6387.53302,"Actual"
2014-07-21,"MEATS",4723.825,"Actual"
2014-07-21,"POULTRY",8419.2867103,"Actual"
2014-07-21,"PREPARED FOODS",3424,"Actual"
2014-07-22,"FROZEN FOODS",3302,"Actual"
2014-07-22,"LIQUOR,WINE,BEER",9991.195002,"Actual"
2014-07-22,"MEATS",19893.892571,"Actual"
2014-07-22,"POULTRY",16448.004954,"Actual"
2014-07-22,"PREPARED FOODS",6045.001991,"Actual"
2014-07-23,"FROZEN FOODS",6304.004013,"Actual"
2014-07-23,"LIQUOR,WINE,BEER",28773.7526314,"Actual"
2014-07-23,"MEATS",20710.24838,"Actual"
2014-07-23,"POULTRY",2575,"Actual"
2014-07-23,"PREPARED FOODS",6861.383015,"Actual"
2014-07-24,"FROZEN FOODS",9256.197994,"Actual"
2014-07-24,"LIQUOR,WINE,BEER",25262.9901226,"Actual"
2014-07-24,"MEATS",6162,"Actual"
2014-07-24,"POULTRY",3931.814,"Actual"
2014-07-24,"PREPARED FOODS",23780.420919,"Actual"
2014-07-25,"FROZEN FOODS",18666.368972,"Actual"
2014-07-25,"LIQUOR,WINE,BEER",0,"Actual"
2014-07-25,"MEATS",4640.59802,"Actual"
2014-07-25,"POULTRY",4067.76,"Actual"
2014-07-25,"PREPARED FOODS",18976.31496,"Actual"
2014-07-26,"FROZEN FOODS",19923.0671,"Actual"
2014-07-26,"LIQUOR,WINE,BEER",7225.2560036,"Actual"
2014-07-26,"MEATS",5954.347999,"Actual"
2014-07-26,"POULTRY",8419.2867103,"Actual"
2014-07-26,"PREPARED FOODS",3097,"Actual"
2014-07-27,"FROZEN FOODS",3468,"Actual"
2014-07-27,"LIQUOR,WINE,BEER",9992.484004,"Actual"
2014-07-27,"MEATS",25953.809903,"Actual"
2014-07-27,"POULTRY",14354.508025,"Actual"
2014-07-27,"PREPARED FOODS",5256.688,"Actual"
2014-07-28,"FROZEN FOODS",5477.466996,"Actual"
2014-07-28,"LIQUOR,WINE,BEER",22436.75503,"Actual"
2014-07-28,"MEATS",20302.119882,"Actual"
2014-07-28,"POULTRY",2471,"Actual"
2014-07-28,"PREPARED FOODS",6295.958,"Actual"
2014-07-29,"FROZEN FOODS",6962.985998,"Actual"
2014-07-29,"LIQUOR,WINE,BEER",18593.98297,"Actual"
2014-07-29,"MEATS",9565,"Actual"
2014-07-29,"POULTRY",3806.28799225,"Actual"
2014-07-29,"PREPARED FOODS",21143.865998,"Actual"
2014-07-30,"FROZEN FOODS",28773.7526314,"Actual"
2014-07-30,"LIQUOR,WINE,BEER",3003,"Actual"
2014-07-30,"MEATS",7207.615001,"Actual"
2014-07-30,"POULTRY",3791.49834845,"Actual"
2014-07-30,"PREPARED FOODS",16933.094004,"Actual"
2014-07-31,"FROZEN FOODS",25262.9901226,"Actual"
2014-07-31,"LIQUOR,WINE,BEER",4741.303981,"Actual"
2014-07-31,"MEATS",9303.503,"Actual"
2014-07-31,"POULTRY",9402.678013,"Actual"
2014-07-31,"PREPARED FOODS",5602,"Actual"
2014-08-01,"FROZEN FOODS",5821,"Actual"
2014-08-01,"LIQUOR,WINE,BEER",5797.472007,"Actual"
2014-08-01,"MEATS",28029.609996,"Actual"
2014-08-01,"POULTRY",18678.605903,"Actual"
2014-08-01,"PREPARED FOODS",5797.220997,"Actual"
2014-08-02,"FROZEN FOODS",5848.642014,"Actual"
2014-08-02,"LIQUOR,WINE,BEER",19887.21287,"Actual"
2014-08-02,"MEATS",20937.736191,"Actual"
2014-08-02,"POULTRY",5196,"Actual"
2014-08-02,"PREPARED FOODS",6675.642006,"Actual"
2014-08-03,"FROZEN FOODS",9061.35701,"Actual"
2014-08-03,"LIQUOR,WINE,BEER",16960.240966,"Actual"
2014-08-03,"MEATS",0,"Actual"
2014-08-03,"POULTRY",4007.399,"Actual"
2014-08-03,"PREPARED FOODS",21209.900004,"Actual"
2014-08-04,"FROZEN FOODS",26965.76702,"Actual"
2014-08-04,"LIQUOR,WINE,BEER",3030,"Actual"
2014-08-04,"MEATS",6648.59697,"Actual"
2014-08-04,"POULTRY",4561.394,"Actual"
2014-08-04,"PREPARED FOODS",24358.415966,"Actual"
2014-08-05,"FROZEN FOODS",22093.877,"Actual"
2014-08-05,"LIQUOR,WINE,BEER",4329.622996,"Actual"
2014-08-05,"MEATS",7831.496,"Actual"
2014-08-05,"POULTRY",12145.848971,"Actual"
2014-08-05,"PREPARED FOODS",4738,"Actual"
2014-08-06,"FROZEN FOODS",9142,"Actual"
2014-08-06,"LIQUOR,WINE,BEER",5498.717,"Actual"
2014-08-06,"MEATS",20136.61813,"Actual"
2014-08-06,"POULTRY",17957.89596,"Actual"
2014-08-06,"PREPARED FOODS",5707.085992,"Actual"
2014-08-07,"FROZEN FOODS",7225.2560036,"Actual"
2014-08-07,"LIQUOR,WINE,BEER",19341.701055,"Actual"
2014-08-07,"MEATS",17723.65491,"Actual"
2014-08-07,"POULTRY",7486,"Actual"
2014-08-07,"PREPARED FOODS",6210.934008,"Actual"
2014-08-08,"FROZEN FOODS",11757.900994,"Actual"
2014-08-08,"LIQUOR,WINE,BEER",16941.214115,"Actual"
2014-08-08,"MEATS",2652,"Actual"
2014-08-08,"POULTRY",5759.616958,"Actual"
2014-08-08,"PREPARED FOODS",28529.36801,"Actual"
2014-08-09,"FROZEN FOODS",28773.7526314,"Actual"
2014-08-09,"LIQUOR,WINE,BEER",3594,"Actual"
2014-08-09,"MEATS",4783.409002,"Actual"
2014-08-09,"POULTRY",7126.746,"Actual"
2014-08-09,"PREPARED FOODS",25262.9901226,"Actual"
2014-08-10,"FROZEN FOODS",23980.096002,"Actual"
2014-08-10,"LIQUOR,WINE,BEER",4902.721995,"Actual"
2014-08-10,"MEATS",5356.34099,"Actual"
2014-08-10,"POULTRY",14644.298005,"Actual"
2014-08-10,"PREPARED FOODS",10720,"Actual"
2014-08-11,"FROZEN FOODS",3701,"Actual"
2014-08-11,"LIQUOR,WINE,BEER",5975.506,"Actual"
2014-08-11,"MEATS",21851.03703,"Actual"
2014-08-11,"POULTRY",18906.985956,"Actual"
2014-08-11,"PREPARED FOODS",6416.834017,"Actual"
2014-08-12,"FROZEN FOODS",7225.2560036,"Actual"
2014-08-12,"LIQUOR,WINE,BEER",18092.993052,"Actual"
2014-08-12,"MEATS",18903.887982,"Actual"
2014-08-12,"POULTRY",0,"Actual"
2014-08-12,"PREPARED FOODS",9190.299001,"Actual"
2014-08-13,"FROZEN FOODS",9112.547994,"Actual"
2014-08-13,"LIQUOR,WINE,BEER",16996.032996,"Actual"
2014-08-13,"MEATS",2751,"Actual"
2014-08-13,"POULTRY",5602.167,"Actual"
2014-08-13,"PREPARED FOODS",28773.7526314,"Actual"
2014-08-14,"FROZEN FOODS",20132.666986,"Actual"
2014-08-14,"LIQUOR,WINE,BEER",3890,"Actual"
